client_id;date;reference;valeur;nom;latitude;longitude;puissance moyenne demande;code activite economique
0;72008;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82008;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92008;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102008;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112008;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122008;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122009;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122010;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122011;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122012;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122013;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112014;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122014;61253003317131;23797;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12015;61253003317131;21908;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22015;61253003317131;13321;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32015;61253003317131;;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42015;61253003317131;20970;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52015;61253003317131;10466;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62015;61253003317131;15240;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72015;61253003317131;24079;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82015;61253003317131;21226;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92015;61253003317131;15535;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102015;61253003317131;14326;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112015;61253003317131;22635;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122015;61253003317131;18739;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12016;61253003317131;21284;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22016;61253003317131;20976;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32016;61253003317131;16294;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42016;61253003317131;13410;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52016;61253003317131;20517;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62016;61253003317131;23851;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72016;61253003317131;27167;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82016;61253003317131;23420;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92016;61253003317131;14756;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102016;61253003317131;13782;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112016;61253003317131;13143;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122016;61253003317131;22331;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12017;61253003317131;23364;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22017;61253003317131;12262;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32017;61253003317131;10074;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42017;61253003317131;7023;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52017;61253003317131;8678;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62017;61253003317131;12469;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72017;61253003317131;15595;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82017;61253003317131;18602;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92017;61253003317131;11895;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102017;61253003317131;10976;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112017;61253003317131;15878;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122017;61253003317131;25923;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12018;61253003317131;24819;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22018;61253003317131;23846;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32018;61253003317131;20658;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42018;61253003317131;16455;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52018;61253003317131;18620;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62018;61253003317131;23298;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72018;61253003317131;36222;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82018;61253003317131;33480;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92018;61253003317131;27459;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102018;61253003317131;19147;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112018;61253003317131;24339;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122018;61253003317131;33262;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;12019;61253003317131;42720;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;22019;61253003317131;30736;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;32019;61253003317131;29059;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;42019;61253003317131;24080;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;52019;61253003317131;20510;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;62019;61253003317131;25217;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;72019;61253003317131;35597;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;82019;61253003317131;33992;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;92019;61253003317131;24934;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;102019;61253003317131;19613;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;112019;61253003317131;25093;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
0;122019;61253003317131;26831;SARL IBRAHIM ET FILS;36.541743;4.618995;4500;96
1;12006;61253003324106;32352;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22006;61253003324106;32352;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32006;61253003324106;43384;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42006;61253003324106;36178;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52006;61253003324106;35447;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62006;61253003324106;29494;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72006;61253003324106;33012;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82006;61253003324106;35357;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92006;61253003324106;33575;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102006;61253003324106;26796;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112006;61253003324106;24029;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122006;61253003324106;27693;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12007;61253003324106;32352;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22007;61253003324106;39263;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32007;61253003324106;43384;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42007;61253003324106;24615;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52007;61253003324106;29373;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62007;61253003324106;25831;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72007;61253003324106;29044;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82007;61253003324106;10689;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92007;61253003324106;19983;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102007;61253003324106;63513;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112007;61253003324106;50583;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122007;61253003324106;26382;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12008;61253003324106;25053;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22008;61253003324106;40882;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32008;61253003324106;33094;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42008;61253003324106;30742;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52008;61253003324106;38847;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62008;61253003324106;38336;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72008;61253003324106;29044;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82008;61253003324106;30655;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92008;61253003324106;33550;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102008;61253003324106;40217;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112008;61253003324106;30374;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122008;61253003324106;24092;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12009;61253003324106;37540;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22009;61253003324106;31563;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32009;61253003324106;36218;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42009;61253003324106;35691;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52009;61253003324106;35933;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62009;61253003324106;46998;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72009;61253003324106;46448;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82009;61253003324106;51845;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92009;61253003324106;46123;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102009;61253003324106;47989;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112009;61253003324106;37952;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122009;61253003324106;35172;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12010;61253003324106;45803;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22010;61253003324106;39995;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32010;61253003324106;58217;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42010;61253003324106;47212;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52010;61253003324106;46010;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62010;61253003324106;41510;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72010;61253003324106;25611;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82010;61253003324106;18037;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92010;61253003324106;10412;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102010;61253003324106;28140;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112010;61253003324106;35450;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122010;61253003324106;36208;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12011;61253003324106;20225;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22011;61253003324106;14855;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32011;61253003324106;23782;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42011;61253003324106;29054;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52011;61253003324106;22267;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62011;61253003324106;18729;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72011;61253003324106;12305;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82011;61253003324106;18818;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92011;61253003324106;26005;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102011;61253003324106;27051;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112011;61253003324106;32360;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122011;61253003324106;41486;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12012;61253003324106;21385;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22012;61253003324106;33184;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32012;61253003324106;36256;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42012;61253003324106;25976;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52012;61253003324106;27522;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62012;61253003324106;22686;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72012;61253003324106;27225;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82012;61253003324106;10762;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92012;61253003324106;16306;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102012;61253003324106;9655;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112012;61253003324106;29826;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122012;61253003324106;19374;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12013;61253003324106;22711;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22013;61253003324106;21233;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32013;61253003324106;25126;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42013;61253003324106;15365;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52013;61253003324106;18320;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62013;61253003324106;22792;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72013;61253003324106;24410;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82013;61253003324106;16653;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92013;61253003324106;24627;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102013;61253003324106;18670;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112013;61253003324106;21568;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122013;61253003324106;23869;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12014;61253003324106;18635;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22014;61253003324106;21363;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32014;61253003324106;20582;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42014;61253003324106;16448;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52014;61253003324106;16568;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62014;61253003324106;15582;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72014;61253003324106;16633;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82014;61253003324106;17572;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92014;61253003324106;17028;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102014;61253003324106;15607;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112014;61253003324106;12205;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122014;61253003324106;18862;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12015;61253003324106;19587;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22015;61253003324106;21703;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32015;61253003324106;25753;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42015;61253003324106;17317;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52015;61253003324106;27354;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62015;61253003324106;27364;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72015;61253003324106;28037;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82015;61253003324106;23570;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92015;61253003324106;23066;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102015;61253003324106;24347;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112015;61253003324106;24461;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122015;61253003324106;22458;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12016;61253003324106;19844;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22016;61253003324106;20918;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32016;61253003324106;16040;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42016;61253003324106;18296;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52016;61253003324106;19141;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62016;61253003324106;16079;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72016;61253003324106;12264;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82016;61253003324106;16808;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92016;61253003324106;13094;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102016;61253003324106;12803;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112016;61253003324106;2431;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122016;61253003324106;12647;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12017;61253003324106;10808;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22017;61253003324106;1361;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32017;61253003324106;1111;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42017;61253003324106;2130;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52017;61253003324106;3276;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62017;61253003324106;1314;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72017;61253003324106;2798;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82017;61253003324106;1786;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92017;61253003324106;7705;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102017;61253003324106;2660;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112017;61253003324106;4404;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122017;61253003324106;2836;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12018;61253003324106;2029;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22018;61253003324106;5282;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32018;61253003324106;2013;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42018;61253003324106;582;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;52018;61253003324106;588;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;62018;61253003324106;54;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;72018;61253003324106;38;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;82018;61253003324106;41;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;92018;61253003324106;47;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;102018;61253003324106;51;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;112018;61253003324106;136;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;122018;61253003324106;349;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;12019;61253003324106;630;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;22019;61253003324106;413;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;32019;61253003324106;338;SARL ALL PLAST;36.481857;4.562815;2000;1293
1;42019;61253003324106;263;SARL ALL PLAST;36.481857;4.562815;2000;1293
